artist,score,weighted_score,url
Mark Rose,1,1,https://www.youtube.com/watch?v=8CRVHIO9l-k
Gregg Araki,1,1,https://www.youtube.com/watch?v=QS4LNAhBxd0
Leftöver Crack,1,1,https://www.youtube.com/watch?v=yon0Df5pS8U
Pale Honey,1,1,https://www.youtube.com/watch?v=buGtmt0wJ-g
Swell Season,1,1,https://www.youtube.com/watch?v=rUMt6rMMSZE
John Maus,3,3,https://www.youtube.com/watch?v=shZacdnGa3E
Pickwick,14,14,https://www.youtube.com/watch?v=w-Op-7LQfJ4
Lost In The Trees,1,1,https://www.youtube.com/watch?v=QkEjJpuZbog
Joan Soriano,1,1,https://www.youtube.com/watch?v=XnCyyJhJCc0
Nickel Creek,1,1,https://www.youtube.com/watch?v=jFycqnOpifQ
Kane Strang,2,2,https://www.youtube.com/watch?v=RQ3_PZDr0Ss
The Magnetic Fields,1,1,https://www.youtube.com/watch?v=U3nm0_3yJjw
ZAZA,4,4,https://www.youtube.com/watch?v=KBfBy88kMOI
LAKE RADIO,1,1,https://www.youtube.com/watch?v=ncEeiQznVq8
Amanda Palmer,1,1,https://www.youtube.com/watch?v=XNQ8dAvlKSw
Bradford Cox,1,1,https://www.youtube.com/watch?v=9zbGGTlBsr8
Brittle Brian,1,1,https://www.youtube.com/watch?v=2BanEV4xBK4
Shampoo,1,1,https://www.youtube.com/watch?v=PfOST-aqlJ0
Dave Douglas Brass Ecstasy,1,1,https://www.youtube.com/watch?v=2_EW2O_1qAc
Star & Micey,6,6,https://www.youtube.com/watch?v=bg3OyT_6kM8
ГШ (Glintshake),5,5,https://www.youtube.com/watch?v=vatC6MPkL3c
Gloria Trevi,1,1,https://www.youtube.com/watch?v=ivOFT4cqSbw
Marissa Nadler,9,9,https://www.youtube.com/watch?v=G6j0aWkb7ww
Friendly Fires,1,1,https://www.youtube.com/watch?v=Sh1ZvNkd04M
Frances Cone,1,1,https://www.youtube.com/watch?v=NPlZQ5L8yUY
The Afghan Whigs,9,9,https://www.youtube.com/watch?v=y59NyW70xgw
The Luyas,5,5,https://www.youtube.com/watch?v=FLzYVjy_3tU
Rubblebucket,12,36,https://www.youtube.com/watch?v=Q-AETpFcWdE
Old Light,11,11,https://www.youtube.com/watch?v=ksfUicR_y3g
El Vy,5,5,https://www.youtube.com/watch?v=luQ0U2QSHpQ
Gunplay,1,1,https://www.youtube.com/watch?v=LHz91aXMrL8
Alex Winston,1,1,https://www.youtube.com/watch?v=dxJZ68QjXJQ
Grave Babies,5,5,https://www.youtube.com/watch?v=YrTikKJBv88
Graveyard Club,6,6,https://www.youtube.com/watch?v=ysUIxsPqQKg
"He's My Brother, She's My Sister",6,6,https://www.youtube.com/watch?v=xsGnGDpzcYA
Cemeteries,2,2,https://www.youtube.com/watch?v=YwUeN8R2Pyg
Herbie Hancock,1,1,https://www.youtube.com/watch?v=PoJ2SfM3Mxo
Greylag,5,5,https://www.youtube.com/watch?v=KdolwCktckQ
Joel Isaac Black,1,1,https://www.youtube.com/watch?v=0Ar7DOSlyLg
Rozwell Kid,5,5,https://www.youtube.com/watch?v=FBV4IuUavCE
Sebastian Bach,1,1,https://www.youtube.com/watch?v=dSGw8S8SMJ8
Addaura,3,3,https://www.youtube.com/watch?v=RzGtuVQtQqk
Shya,1,1,https://www.youtube.com/watch?v=Wm8n6KftEoA
Adam Green,1,1,https://www.youtube.com/watch?v=YCZQOozeNx0
T-Rextasy,8,8,https://www.youtube.com/watch?v=IU_KLHMk0_0
Grieves & Budo,3,3,https://www.youtube.com/watch?v=bD8JWCkTmOE
Milano,1,1,https://www.youtube.com/watch?v=kyhfIigVLS8
A-Trak,1,1,https://www.youtube.com/watch?v=dzdJnWASpm0
Opeth,1,1,https://www.youtube.com/watch?v=f3L-lcW4-TM
Thieving Irons,3,3,https://www.youtube.com/watch?v=hP5Fzb7N3E0
Frazey Ford,9,9,https://www.youtube.com/watch?v=AMAlvZ_bAYs
KRS-One,2,2,https://www.youtube.com/watch?v=-pj75KNOQ5w
Arturo O'Farrill,1,1,https://www.youtube.com/watch?v=UhMRD7lw5zs
Jill Andrews,4,4,https://www.youtube.com/watch?v=cRY7vVL2Eck
Deep Sea Diver,13,13,https://www.youtube.com/watch?v=A5Kgof7hVfM
No Age,8,24,https://www.youtube.com/watch?v=9cqLt2_y9zg
Miles Nielsen & The Rusted Hearts,6,6,https://www.youtube.com/watch?v=0q_pD9tvFyA
The Soft Moon,8,8,https://www.youtube.com/watch?v=iwswEkdi2Wk
Wilson,5,5,https://www.youtube.com/watch?v=VIKJnymVB5E
Tom Jones,1,1,https://www.youtube.com/watch?v=118zckalkJ0
Gary Calamar,1,1,https://www.youtube.com/watch?v=qwCYREL57LY
Rise Against,1,1,https://www.youtube.com/watch?v=sqhl3D-xIVE
Mothers,5,10,https://www.youtube.com/watch?v=Yp--9CkZ58s
Holly Miranda & Kyp Malone,1,1,https://www.youtube.com/watch?v=tJpzhXkZ7C4
Amoeba Music San Francisco,1,1,https://www.youtube.com/watch?v=6R9zT9BH95I
Son Lux,1,1,https://www.youtube.com/watch?v=7R35_SvWFKY
Mokoomba,4,4,https://www.youtube.com/watch?v=qskaBKVDFiw
All Get Out,5,5,https://www.youtube.com/watch?v=EoqfkitL1Us
Börn,7,7,https://www.youtube.com/watch?v=PwXzlZG763Q
Dick Dale,6,6,https://www.youtube.com/watch?v=grlfSq3oLP4
Don't Talk To The Cops,2,2,https://www.youtube.com/watch?v=nRNFrmTWLFo
Thaddeus David,5,5,https://www.youtube.com/watch?v=ksXDWWNcpus
Marc Maron,1,1,https://www.youtube.com/watch?v=VM_S-ufk-AE
Bellows,8,16,https://www.youtube.com/watch?v=6e3bV26nRF0
Chris Kasper,1,1,https://www.youtube.com/watch?v=WBOhW54XAOc
Cuddle Magic,6,6,https://www.youtube.com/watch?v=9fSq6h_gZBc
Deap Vally,7,14,https://www.youtube.com/watch?v=6Dmy2jVNCUg
Singapore Sling,8,8,https://www.youtube.com/watch?v=3Eh4YAmAKZ4
Pkew Pkew Pkew,4,4,https://www.youtube.com/watch?v=rE4ZCpMzTCo
Barna Howard,5,5,https://www.youtube.com/watch?v=4nta2P68Wh4
Maëlle Ricker,1,1,https://www.youtube.com/watch?v=CtfSjM0MOyw
Baked,5,5,https://www.youtube.com/watch?v=vzRZzZMjLv0
Boxed In,5,5,https://www.youtube.com/watch?v=toh6SWLXT6M
High Bloom,1,1,https://www.youtube.com/watch?v=baEAEkqcJ3s
Rogue Valley,6,6,https://www.youtube.com/watch?v=7CKRNY5TWj4
ChocQuibTown,1,1,https://www.youtube.com/watch?v=KOWJNk37ouQ
Everything is Terrible!,1,1,https://www.youtube.com/watch?v=X95r-BNvKrM
Bob Odenkirk,1,1,https://www.youtube.com/watch?v=9Q1A80lJHOo
Juce,1,1,https://www.youtube.com/watch?v=RPb3KC85PRU
Alex from Franz Ferdinand vs. The Cribs pt. 2,1,1,https://www.youtube.com/watch?v=KAVswzWYAZc
Rokia Traoré,4,4,https://www.youtube.com/watch?v=s91P5AT2p5E
Hazing,1,1,https://www.youtube.com/watch?v=zm32oyXCnXg
William Shatner,1,1,https://www.youtube.com/watch?v=9Kf0-lmqFgY
Juliette Lewis,1,1,https://www.youtube.com/watch?v=djNGNP7MBbI
Thomas Erak ft. CHON,1,1,https://www.youtube.com/watch?v=R_w_Vr834-c
Atmosphere,5,5,https://www.youtube.com/watch?v=V3F4GL8Odk0
Aoife O'Donovan,1,1,https://www.youtube.com/watch?v=kMbQtMnEvwk
Lili K.,4,4,https://www.youtube.com/watch?v=KHqk6_uBh_k
Aqueduct,6,6,https://www.youtube.com/watch?v=KbIB0Wf3r3o
Inner Wave,2,2,https://www.youtube.com/watch?v=i5Z9a6V1TjU
Kelsey Waldon,6,6,https://www.youtube.com/watch?v=K_Y_7wjVwvc
Andy Stott,1,1,https://www.youtube.com/watch?v=9BIYV3BLcno
Josh Ritter,4,8,https://www.youtube.com/watch?v=8kU8TomQyC8
Hilary Hahn,1,1,https://www.youtube.com/watch?v=cBNTDlI1-nQ
Bali Girls,5,5,https://www.youtube.com/watch?v=6MJwyZG3qMQ
We Were Promised Jetpacks,8,16,https://www.youtube.com/watch?v=XDMVIZvf7X8
Anonymous 4 With Bruce Molsky,1,1,https://www.youtube.com/watch?v=RWQChDfEJpI
Frank Fairfield,6,18,https://www.youtube.com/watch?v=cq9MpRGwQzU
Triumph of Lethargy Skinned Alive To Death,1,1,https://www.youtube.com/watch?v=L1hU_xRTm38
Elvis Perkins,5,5,https://www.youtube.com/watch?v=AzlWAMkQs_4
The Blakes,4,4,https://www.youtube.com/watch?v=GmJMCrTweZc
Mega Bog,5,5,https://www.youtube.com/watch?v=1sv4CzSa_YY
Higgins Waterproof Black Magic Band,1,1,https://www.youtube.com/watch?v=3IWRMCBQ2gE
Kimono,8,8,https://www.youtube.com/watch?v=y_2gWp0m-I8
Keaton Henson,2,4,https://www.youtube.com/watch?v=kGEgY6A7Ric
Ghostland Observatory,3,3,https://www.youtube.com/watch?v=0vm6pBVK2SE
Atlas Sound,1,1,https://www.youtube.com/watch?v=AQrEL5A8D8M
Hotels,7,7,https://www.youtube.com/watch?v=_i02KDOfX3A
Sol,5,5,https://www.youtube.com/watch?v=phMh3mFnKMA
Black Kids,1,1,https://www.youtube.com/watch?v=27BF0bBRYOQ
Odesza,1,1,https://www.youtube.com/watch?v=uMyEbCDyoao
Black Prairie,10,20,https://www.youtube.com/watch?v=X6lkfKoKcdE
Mustard Service,1,1,https://www.youtube.com/watch?v=TPJgiyUQ7To
Puffernutter,1,1,https://www.youtube.com/watch?v=b79H_qGOAIs
Glass Animals,4,4,https://www.youtube.com/watch?v=GbG1OacWqWw
Wardell,1,1,https://www.youtube.com/watch?v=RNeyGzpvGys
L.A. Salami,1,1,https://www.youtube.com/watch?v=JpYCCcWlxNo
PigPen Theatre Co.,5,5,https://www.youtube.com/watch?v=WkbzLOFgHAg
Trade Wind,7,7,https://www.youtube.com/watch?v=0bsrbtXLOcM
California Wives,4,4,https://www.youtube.com/watch?v=X7Q5f52dwY4
Mount Kimbie,9,36,https://www.youtube.com/watch?v=G1tUP1sMagA
Howler,6,6,https://www.youtube.com/watch?v=YKOMV_LTcOE
Regina Carter,1,1,https://www.youtube.com/watch?v=fAVEuYk5qiw
Jim White,7,21,https://www.youtube.com/watch?v=7K4WnClRr2U
Diet Cig,6,12,https://www.youtube.com/watch?v=dVHtikLxKvc
North Twin,4,4,https://www.youtube.com/watch?v=c-84DGcAuIM
Coals,8,8,https://www.youtube.com/watch?v=yWFqRqD69mU
Gogol Bordello,8,8,https://www.youtube.com/watch?v=GCULk959sl8
Dyan,2,2,https://www.youtube.com/watch?v=BSR-Z3genZc
Andy Shauf,1,1,https://www.youtube.com/watch?v=QcGs8rBynL0
This Century,5,5,https://www.youtube.com/watch?v=T7rvmC1zWAk
Gaelynn Lea,1,1,https://www.youtube.com/watch?v=n6oSeODGmoQ
Tall Walker,4,4,https://www.youtube.com/watch?v=ZbNTA1_Go_M
P.M. Buys,6,6,https://www.youtube.com/watch?v=_DXP7m-jfpw
Avi Avital,1,1,https://www.youtube.com/watch?v=S19Q4e4Q4Kk
The National,7,21,https://www.youtube.com/watch?v=RZYvxI_YRSQ
Chuck Prophet,15,15,https://www.youtube.com/watch?v=Br8n2JBc67o
Ski Lodge,13,26,https://www.youtube.com/watch?v=YFUI4e1AA-8
Gyptian,1,1,https://www.youtube.com/watch?v=fz7NoHyviUU
The Dove & The Wolf,5,5,https://www.youtube.com/watch?v=UxG7wGwqQms
Dam-Funk,1,1,https://www.youtube.com/watch?v=noSvSyF5upI
Chastity Belt,15,30,https://www.youtube.com/watch?v=LaMTkLlE8P0
Peter Murphy (Bauhaus),1,1,https://www.youtube.com/watch?v=rW61-gplhjc
K Flay,5,5,https://www.youtube.com/watch?v=zcwKXB6b8to
Acoustic Africa featuring Vusi Mahlasela,1,1,https://www.youtube.com/watch?v=P7ULkwoUSdI
Robyn Hitchcock,12,24,https://www.youtube.com/watch?v=YNrdyzN1kl0
The Physics,5,5,https://www.youtube.com/watch?v=susa24XJypM
Ghost Loft,1,1,https://www.youtube.com/watch?v=LLSBmDk_x7w
Absolute Monarchs,6,6,https://www.youtube.com/watch?v=0rjzC7ET7L4
Ariel Pink,8,24,https://www.youtube.com/watch?v=dOoYKI3WpBI
Happyness,13,26,https://www.youtube.com/watch?v=hhLbNXAvhDA
Cross Record,1,1,https://www.youtube.com/watch?v=QXYvBm5YABI
Ian Sweet,1,1,https://www.youtube.com/watch?v=bOZEKH5ClX0
Ásgeir,1,1,https://www.youtube.com/watch?v=gxlA6JB3Z6w
Wild Ones,3,3,https://www.youtube.com/watch?v=XruCx2ZlzDk
The La De Les,6,6,https://www.youtube.com/watch?v=jEQH1wGNXaE
Colleen,5,5,https://www.youtube.com/watch?v=R1FF9kAl6D8
Jason Isbell,5,5,https://www.youtube.com/watch?v=if4bFcY4ydc
Hibou,4,4,https://www.youtube.com/watch?v=cjPe74jcz3U
"Despot, Mr. Mf'n eXquire, Killer Mike and El-P",1,1,https://www.youtube.com/watch?v=lSmGjHZUwh0
Danny Newcomb and the Sugarmakers,5,5,https://www.youtube.com/watch?v=TpkkI7CjOa8
Sam Lachow,5,5,https://www.youtube.com/watch?v=OA11JU0BPsA
Laurel Halo,2,4,https://www.youtube.com/watch?v=AoB-GmcoYYs
Motion City Soundtrack,1,1,https://www.youtube.com/watch?v=ugPgklgjCZE
King Woman,4,4,https://www.youtube.com/watch?v=3olxv7H7KN4
Thomas Fehlmann (The Orb),1,1,https://www.youtube.com/watch?v=NZg7lAGYsV8
Cattle Decapitation,1,1,https://www.youtube.com/watch?v=LokVTtrpFzY
Paul Shirley,1,1,https://www.youtube.com/watch?v=2zZPU533SLQ
Taylor Phelan,6,6,https://www.youtube.com/watch?v=kOk4hbcGyw8
Kronos Quartet,1,1,https://www.youtube.com/watch?v=7PQYF4-BbrE
Candidt,2,2,https://www.youtube.com/watch?v=51ofJfZtj5Y
Hollerado,4,4,https://www.youtube.com/watch?v=U3jjGBPlKHs
Tuxedo,2,4,https://www.youtube.com/watch?v=hbJm49PlfBk
Vök,14,14,https://www.youtube.com/watch?v=HGUuFIqoaLQ
Desert Noises (Session #2),7,7,https://www.youtube.com/watch?v=PfTilWVCEjU
Superchunk,10,30,https://www.youtube.com/watch?v=YZn74oGAADc
Mucca Pazza,1,1,https://www.youtube.com/watch?v=Zw7DfFVga5Y
Xenia Rubinos,12,36,https://www.youtube.com/watch?v=G4NCHT2-YYU
Arc & Stones,4,4,https://www.youtube.com/watch?v=MaliqQ4YP9I
Javiera Mena,5,5,https://www.youtube.com/watch?v=bSizP6xDrvQ
Rust Belt Lights,6,6,https://www.youtube.com/watch?v=I0x2fTvL7zw
Phebe Starr,5,5,https://www.youtube.com/watch?v=Z60CPNOhRhA
The Jon Spencer Blues Explosion,1,1,https://www.youtube.com/watch?v=z2vmN0Zdsoc
The Bottle Rockets,11,22,https://www.youtube.com/watch?v=yVsNfzZ3Evo
Melvins,2,2,https://www.youtube.com/watch?v=CK3O8F_unzg
Yva Las Vegass,1,1,https://www.youtube.com/watch?v=P19YL-fy3Vk
DJ Philip (M.A.N.D.Y.),1,1,https://www.youtube.com/watch?v=UAry0FVyLiw
CocoRosie,4,8,https://www.youtube.com/watch?v=uDNIrGAcwWs
Christian Scott aTunde Adjuah,1,1,https://www.youtube.com/watch?v=mVJjmyFfuts
Starfucker,5,5,https://www.youtube.com/watch?v=ZUdxRgTL0yE
Epic Meal Time,1,1,https://www.youtube.com/watch?v=p1Xzh5Sm6cM
Blonde Redhead,1,1,https://www.youtube.com/watch?v=XxqQke4kYPU
Grisalappalisa,5,5,https://www.youtube.com/watch?v=34xauYUVULo
Helmet,5,5,https://www.youtube.com/watch?v=KgPKx9SZsBA
Laura Marling,10,20,https://www.youtube.com/watch?v=CZLBNZXEFpQ
Frankie Rose,1,1,https://www.youtube.com/watch?v=vXyJtf0Z_9U
Prom Queen,5,5,https://www.youtube.com/watch?v=bNaQPgTfE5c
Bobby Long,14,14,https://www.youtube.com/watch?v=N053TgkgbZw
Choir of Young Believers,8,8,https://www.youtube.com/watch?v=XRcEigHoEVE
Weatherbox,6,6,https://www.youtube.com/watch?v=jxVdKHvhAr0
Joss Stone,1,1,https://www.youtube.com/watch?v=Ho-qn-rUUUo
Keep Shelly In Athens,5,5,https://www.youtube.com/watch?v=0nyFW4XKJuA
Kekuhi and Kaumakiawa Kanaka'ole,1,1,https://www.youtube.com/watch?v=KVc9KG63pyo
Still Woozy,3,3,https://www.youtube.com/watch?v=RgBmxMaLTjE
Ghostigital,7,7,https://www.youtube.com/watch?v=huk4QcO9G-Y
The Tallest Man On Earth,8,16,https://www.youtube.com/watch?v=sWaZJOU4GY8
Beth Ditto,1,1,https://www.youtube.com/watch?v=z7LZFE3qjxk
Kimya Dawson,2,2,https://www.youtube.com/watch?v=Bb8pRHEWmsY
Peanut Butter Wolf,1,1,https://www.youtube.com/watch?v=PmxeL54_rzM
Alabama Shakes,5,5,https://www.youtube.com/watch?v=ROla_B49KbQ
Ed Sheeran,1,1,https://www.youtube.com/watch?v=DIaEAAHP3w8
Steve Lacy,1,1,https://www.youtube.com/watch?v=xRzbLQ_WKPs
Grieves,9,18,https://www.youtube.com/watch?v=liwm7lw6Bk4
Criminal Code,5,5,https://www.youtube.com/watch?v=QyoGvojRZG8
Fujiya and Miyagi,1,1,https://www.youtube.com/watch?v=0lvb-QzzdQ0
Bill Plympton,1,1,https://www.youtube.com/watch?v=R1rvI-LMVc8
Com Truise,1,1,https://www.youtube.com/watch?v=lEpJPrXiiYA
Graham Colton,5,5,https://www.youtube.com/watch?v=b3n1pQWXsbA
Hodera,5,5,https://www.youtube.com/watch?v=X1Aee-leFwc
Douglas Dare,1,1,https://www.youtube.com/watch?v=c6VCfOen9Kw
1991,1,1,https://www.youtube.com/watch?v=-kzbmPqvqqk
Puma Blue,2,2,https://www.youtube.com/watch?v=ixl_ooBF_Sw
Arga Bileg,5,5,https://www.youtube.com/watch?v=OenPpSYO0Lo
Waxahatchee & Allison Crutchfield,1,1,https://www.youtube.com/watch?v=m3ZORstB6os
Faith Healer,5,5,https://www.youtube.com/watch?v=fHPPABGlbMM
Gabriel Garzón-Montano,1,1,https://www.youtube.com/watch?v=oEFqsWkkxvo
Paper Thick Walls,1,1,https://www.youtube.com/watch?v=q2iJIN3TIHA
The Mynabirds,10,20,https://www.youtube.com/watch?v=ewqS22yoxHM
Western Walk,1,1,https://www.youtube.com/watch?v=K6YkT5Azoo0
The Revelers,5,5,https://www.youtube.com/watch?v=gdXa0GADbtU
Ernest Ranglin,1,1,https://www.youtube.com/watch?v=CsbWsKvyQTU
Anais Mitchell,1,1,https://www.youtube.com/watch?v=Shr47LVcA5I
Jadu Heart & Mura Masa,1,1,https://www.youtube.com/watch?v=2eSasDgZDW0
Rosa Díaz,1,1,https://www.youtube.com/watch?v=a86HDx0h768
Common,2,4,https://www.youtube.com/watch?v=V1v6KKMmyQk
Ned Lerner,1,1,https://www.youtube.com/watch?v=oSoOe__Lkq8
Joyce El Khoury and Brian Jagde,1,1,https://www.youtube.com/watch?v=SEkdTyBYha0
River Tiber,1,1,https://www.youtube.com/watch?v=gCEWCGhZy4Y
Eric Burdon,1,1,https://www.youtube.com/watch?v=3o9bV7AO_es
Grant-Lee Phillips,9,9,https://www.youtube.com/watch?v=WM-m-H5D2IA
The Civil Wars,2,4,https://www.youtube.com/watch?v=DQ_iwWFvRP0
Mr. Scruff,1,1,https://www.youtube.com/watch?v=kxUVEvPQSc8
Be Forest,5,5,https://www.youtube.com/watch?v=e3SGUa-pdbk
Violents & Monica Martin,1,1,https://www.youtube.com/watch?v=gvQ_9JDpAuU
Reva Devito,5,5,https://www.youtube.com/watch?v=yYTkto3x9G8
Fog Lake,6,6,https://www.youtube.com/watch?v=d_BgLemmQio
EL-P,1,1,https://www.youtube.com/watch?v=A8tRwzOjy40
Poliça,5,5,https://www.youtube.com/watch?v=iz3WUEl_qHk
White Lies,2,2,https://www.youtube.com/watch?v=oiRKNSWzKNE
Willis Earl Beal,1,1,https://www.youtube.com/watch?v=zmcPGCAMMn0
Company of Thieves,8,8,https://www.youtube.com/watch?v=Arz7qr4saZM
Raleigh Ritchie,1,1,https://www.youtube.com/watch?v=hJI_hpP66BQ
The Babies,5,5,https://www.youtube.com/watch?v=y1NP1UaNwkE
Rodrigo Amarante,6,12,https://www.youtube.com/watch?v=ZMN4QJC5V3E
Antony Ablan,1,1,https://www.youtube.com/watch?v=QiTzIREoQbo
Western Medicine,5,5,https://www.youtube.com/watch?v=kxUWTGdYqVM
The Roots,4,4,https://www.youtube.com/watch?v=SO2ESDhyhlE
Eleanor Friedberger,14,14,https://www.youtube.com/watch?v=6FHDaq0_Oq8
Thunder Dreamer,6,6,https://www.youtube.com/watch?v=yceHl5A8sJo
Rockwell Powers x DJ Phinisey,5,5,https://www.youtube.com/watch?v=OW7fZ_5cY8U
Macy Gray,1,1,https://www.youtube.com/watch?v=6lCe-17Tnn4
GusGus,11,11,https://www.youtube.com/watch?v=aXPozul-hcY
The Dears,6,6,https://www.youtube.com/watch?v=fgN5mjARy8U
Soccer Mommy,7,14,https://www.youtube.com/watch?v=nDR_gTMxjmc
Jeremy Enigk,11,11,https://www.youtube.com/watch?v=2Fb7eIqiSHQ
Dean Blunt,1,1,https://www.youtube.com/watch?v=GKYGYpqtUP8
Jonathan Wilson,10,10,https://www.youtube.com/watch?v=1Ghow9gOYec
Man Man,6,12,https://www.youtube.com/watch?v=GGm-48VzjmQ
Gary Panter & Devin Flynn,1,1,https://www.youtube.com/watch?v=OrMmcTHDYS0
Kim Logan,4,4,https://www.youtube.com/watch?v=R3fbO85-S7c
Constant Lovers,5,5,https://www.youtube.com/watch?v=nh9IagaBy4o
Leticia Rodriguez,5,5,https://www.youtube.com/watch?v=mty9viQ-5RE
Little Star,5,5,https://www.youtube.com/watch?v=M_1EgZqnQfs
Small Feet,5,5,https://www.youtube.com/watch?v=SmvUxkcSSrg
Ballyhoo!,7,7,https://www.youtube.com/watch?v=5j0yaayCNVM
BUHU,5,5,https://www.youtube.com/watch?v=oRMIjrNJOa0
Tycho,7,21,https://www.youtube.com/watch?v=ySTN1h2XjZU
A Lion Named Roar,6,6,https://www.youtube.com/watch?v=kRArl6mX4O8
Panama,6,6,https://www.youtube.com/watch?v=bCDP2WGaXdI
Scott Carlson (Replusion),1,1,https://www.youtube.com/watch?v=NKmgN_cEou8
Orgone,9,9,https://www.youtube.com/watch?v=hm3t3DPBU6o
Yppah,5,5,https://www.youtube.com/watch?v=rQmV1qX2kF4
John Cameron Mitchell,1,1,https://www.youtube.com/watch?v=uNC21MSgOz8
Rodriguez,5,5,https://www.youtube.com/watch?v=u8hVJEI_PGc
Artifex Pereo,5,5,https://www.youtube.com/watch?v=riwErlqAlrc
Pompeya,5,5,https://www.youtube.com/watch?v=YBfJSWsHnBY
Elvis Depressedly,2,2,https://www.youtube.com/watch?v=OMYsQfonus8
little hurricane,5,5,https://www.youtube.com/watch?v=ZNF-8cQWd8I
Brushy One String,1,1,https://www.youtube.com/watch?v=rFtP7Xc_Fbo
Jason Isbell and the 400 Unit,4,4,https://www.youtube.com/watch?v=nytCf3F_4pc
Walter Martin,1,1,https://www.youtube.com/watch?v=gwQiH8lmIeU
Andrés,1,1,https://www.youtube.com/watch?v=T0HaGxENEvA
Wayne Szalinski,6,6,https://www.youtube.com/watch?v=Nq6N2SkVh2U
Luna,5,5,https://www.youtube.com/watch?v=CjR3PnLAET8
Late in the Playoffs,5,5,https://www.youtube.com/watch?v=Jm8xKK6roIk
Dean Wareham,6,12,https://www.youtube.com/watch?v=RlJ3tLLCbUU
Hidden Hospitals,5,5,https://www.youtube.com/watch?v=DtLc3eYUK2U
Chk Chk Chk,3,3,https://www.youtube.com/watch?v=XQK5C7Hykxc
AlunaGeorge,1,1,https://www.youtube.com/watch?v=ixB159-NtmQ
The Haden Triplets,1,1,https://www.youtube.com/watch?v=7NBTwmjqUrY
Mike Golden & Friends,7,7,https://www.youtube.com/watch?v=gzjjE3VnX-I
The Church,18,18,https://www.youtube.com/watch?v=utfTXV2wNBc
Little Green Cars,9,9,https://www.youtube.com/watch?v=DTiS-SRqk5w
Mastodon,1,1,https://www.youtube.com/watch?v=NSIdSHoD1_A
The Dream Syndicate,9,9,https://www.youtube.com/watch?v=JJyefzruLl8
Benoît Pioulard,3,3,https://www.youtube.com/watch?v=U4M4lZ2TyWM
Jason McCue,2,2,https://www.youtube.com/watch?v=rnUvxuMt9nQ
Parlour Tricks,5,5,https://www.youtube.com/watch?v=dugOGjloUMQ
Beats Antique,9,9,https://www.youtube.com/watch?v=oo23wYPM96M
The War on Peace,6,6,https://www.youtube.com/watch?v=vFng9vHVj6I
"Tyler, The Creator",3,9,https://www.youtube.com/watch?v=WNrrzQ6_zh0
Soft Black,4,4,https://www.youtube.com/watch?v=Sv1ZuHr8jWQ
Young Karin,5,5,https://www.youtube.com/watch?v=nZK_9LhyRO8
Ace Reporter,5,5,https://www.youtube.com/watch?v=6ybfumCiVqM
Kid Bloom,1,1,https://www.youtube.com/watch?v=StxWXy5asTQ
Lupe Carroll,4,4,https://www.youtube.com/watch?v=oIYyIjEyH7U
RX Bandits,5,5,https://www.youtube.com/watch?v=bz9tGUfIa4o
Davila 666,5,5,https://www.youtube.com/watch?v=4nPO4ke647k
Stile Antico,1,1,https://www.youtube.com/watch?v=Kmhba4QoH3s
Daughter,16,48,https://www.youtube.com/watch?v=55XNinX7HhU
Eddie Spaghetti,3,3,https://www.youtube.com/watch?v=7I16NEs8yCs
Kings Go Forth,4,4,https://www.youtube.com/watch?v=_nGkXbVIFX8
Brandi Carlile,11,22,https://www.youtube.com/watch?v=j206Ok-iE3g
Wampire,5,5,https://www.youtube.com/watch?v=n73Kq6kq36o
Hey Marseilles,20,40,https://www.youtube.com/watch?v=-_Kydo1NnvY
ZZ Ward,3,3,https://www.youtube.com/watch?v=o7hMcImgdfY
Trombone Shorty,5,10,https://www.youtube.com/watch?v=BzByl_lUOXQ
Quasi,10,10,https://www.youtube.com/watch?v=166uKmxXtxE
The Red River,1,1,https://www.youtube.com/watch?v=qKiZB_ltXM0
Ed Harcourt,3,3,https://www.youtube.com/watch?v=B460v-7-9Dg
Childbirth,7,7,https://www.youtube.com/watch?v=gSCXiJMs0yc
Caleb Klauder Country Band,4,4,https://www.youtube.com/watch?v=5nBBPs2nN_8
Porter Ray,6,6,https://www.youtube.com/watch?v=3Q3PrYmAkTA
Prinspóló,2,2,https://www.youtube.com/watch?v=Kj0Wz1xvRKI
Tinariwen,11,33,https://www.youtube.com/watch?v=o0q2xG4u12Y
Weird Al Yankovic,1,1,https://www.youtube.com/watch?v=hDBoT3tNhc4
Panic! at the Disco,1,1,https://www.youtube.com/watch?v=GfbmC18sTBo
letlive.,5,5,https://www.youtube.com/watch?v=-Fu-ZcyTtn8
Ultimate Painting,9,9,https://www.youtube.com/watch?v=oK8T3Me9ud8
Y La Bamba,5,5,https://www.youtube.com/watch?v=pQeUS5Qumn4
Justin Hawkins (The Darkness),1,1,https://www.youtube.com/watch?v=g1UPSwLKfRk
Drab Majesty,1,1,https://www.youtube.com/watch?v=6RjAo3wLk_g
The Gorilla Press,1,1,https://www.youtube.com/watch?v=X42X8-J1_ZM
Viva Brother,1,1,https://www.youtube.com/watch?v=dKINo9uTeV8
David Cross,1,1,https://www.youtube.com/watch?v=xTHFIvHW1b8
Aterciopelados,8,16,https://www.youtube.com/watch?v=pr7hTKV8meE
BRONCHO,10,20,https://www.youtube.com/watch?v=ramIDfACLOg
